Material,0,1,2
9620,4945.882303548761,3770.089388155802,3439.298392735816
9630,142.34255815228929,103.56953073252954,92.38345513897727
9660,6161.011194736263,4840.17965679399,4452.65261732182
9798,38.9267471139414,29.182744357642395,25.646920764429012
9808,1.5682850174921121,3.584220933708753,3.0273478446131055
9828,7.978564059386577,8.969924537006607,8.069873011418274
10328,370.6032249918987,277.41660283270403,250.9783264033757
10823,1.5682850174921121,3.584220933708753,3.0273478446131055
10944,7.911042142302134,11.833217081496626,11.430582513922737
11004,2.5875419101159163,4.1331959716515705,3.4697771338450307
11024,1.5682850174921121,3.584220933708753,3.0273478446131055
11044,1.5682850174921121,3.584220933708753,3.0273478446131055
11166,16.13261920037701,13.361724840549144,11.609307325273678
11707,497.5605446318495,418.60990929468005,391.2138841959842
11901,5.645312587987329,5.780121085480022,4.7970650015408065
11920,1.5682850174921121,3.584220933708753,3.0273478446131055
11945,50.43331061895489,37.31332315065433,32.901592377393804
12289,1.5682850174921121,3.584220933708753,3.0273478446131055
12299,1.5682850174921121,3.584220933708753,3.0273478446131055
12350,262.7563434524242,206.120363326095,188.7217640901344
12520,2753.9073318701394,2035.3273670189647,1839.9565953620352
12557,1.5682850174921121,3.584220933708753,3.0273478446131055
12660,2187.7771186708933,1647.284226263454,1497.035665758314
12725,18.68486976823883,16.991666361006356,15.353845121925401
13025,2.6632804998049817,5.784911278361893,5.38599677848439
13290,345.68662803079303,254.33091008181447,228.86270559397335
13390,261.56095936260834,188.72293412113055,168.6161080701923
13406,14.026583498044959,15.127067309153528,14.085158249314288
13416,16.2165744626707,19.528447998459807,18.80245611705686
13460,163.0306503635216,121.15589271822718,108.89691950217322
13580,48.84101169923706,41.61065706383029,38.23712251962229
13666,22.029161459657264,16.21543699927542,13.792153273890973
13737,518.0149929376576,387.74276215495365,351.12561779846317
13927,53.05308310390116,38.07997212662153,33.28542067154107
14090,15.83788151422537,11.269871464908192,9.22135789386006
14240,39.078224293319536,32.486174971063036,29.47936005370773
14627,18.903868864701405,17.431804429936985,15.825574908699659
14637,1.5682850174921121,3.584220933708753,3.0273478446131055
14649,1.5682850174921121,3.584220933708753,3.0273478446131055
14669,1.5682850174921121,3.584220933708753,3.0273478446131055
14675,2.5875419101159163,4.1331959716515705,3.4697771338450307
14695,1.5682850174921121,3.584220933708753,3.0273478446131055
15171,1.5682850174921121,3.584220933708753,3.0273478446131055
15425,549.9149109677518,411.3678495580223,372.5058043432103
16270,541.2699805257135,456.9724367176019,427.5136209322535
16280,2441.312002474735,1760.9638333862833,1580.3441832545702
16307,60.128576107787964,49.3010977879116,45.020064345812834
16387,14.313104511591975,12.703912833594137,11.196178533584083
16877,9.141081458783889,8.30732233716973,7.0678124427850975
17080,598.0307673449286,433.0948065590649,388.4947815767412
17106,17.446613779152454,16.002553254132913,14.439686045919219
17680,1.5682850174921121,3.584220933708753,3.0273478446131055
17690,1.5682850174921121,3.584220933708753,3.0273478446131055
17703,71.26466333696075,53.68810789857227,47.970566882724654
17730,1.5682850174921121,3.584220933708753,3.0273478446131055
17823,48.470535423396356,37.86708838147902,33.93295344356932
17873,1.5682850174921121,3.584220933708753,3.0273478446131055
18727,27.201184512465346,20.612027495699827,17.92051936468996
18807,456.6916688556419,342.47081356256325,310.1935628609813
18907,55.38633457530041,41.26977557814811,36.558228681418534
19020,114.23314667914327,84.56349795679158,75.66196546688806
20247,13.799367728977762,10.171921389022557,8.33649931539621
20353,118.38591283932756,88.41111341527316,79.34790226845512
20960,1.5682850174921121,3.584220933708753,3.0273478446131055
21003,1.5682850174921121,3.584220933708753,3.0273478446131055
21689,32.07846987912179,22.916764616483285,19.660936024075326
21938,35.06871863990877,27.42698227480175,24.34893339427557
22062,8.559822759085232,8.638623437088167,7.568842727101686
22837,5.064053888288672,6.11142218539846,5.2980952858573955
23222,458.76483786755546,322.6454396891575,286.6099953483654
23232,117.13122350503194,78.39198460599904,67.8798848981613
23402,60.709834807486615,48.96979668799317,44.51903406149624
23831,141.6773441902969,97.73410867453732,85.6913366315107
23851,79.9324552605654,60.61189964668638,54.36968041476793
24061,9.141081458783889,8.30732233716973,7.0678124427850975
25523,58.00610706024666,42.036424554115314,36.9420569755658
25946,1.5682850174921121,3.584220933708753,3.0273478446131055
26068,184.76264948519164,152.83625329546868,141.68360059603256
26518,29.088221118334825,18.406546958164817,14.97293865387509
26654,4.263796092127443,6.002585216386271,5.327395783399727
28034,166.74541833078075,124.1232320388475,111.63939673019178
28275,2.5875419101159163,4.1331959716515705,3.4697771338450307
28285,60.40688044873036,42.36293546115188,36.85415548293881
28315,1.5682850174921121,3.584220933708753,3.0273478446131055
28336,1.5682850174921121,3.584220933708753,3.0273478446131055
28661,22.829419255818493,16.324273968287606,13.762852776348641
28749,1.5682850174921121,3.584220933708753,3.0273478446131055
28860,7.1783062632253465,8.861087567994417,8.099173508960606
29010,1.5682850174921121,3.584220933708753,3.0273478446131055
29410,1.5682850174921121,3.584220933708753,3.0273478446131055
30313,1.5682850174921121,3.584220933708753,3.0273478446131055
30323,1.5682850174921121,3.584220933708753,3.0273478446131055
30616,1.5682850174921121,3.584220933708753,3.0273478446131055
31407,3.463538295966212,5.8937482473740825,5.356696280942058
31942,110.75381115355596,91.06631240750254,83.94507631993142
31991,11.979853040192728,9.514109382067552,7.923370523706616
32159,1060.8337643682303,835.3996026569848,768.3015401041511
32189,82.84696543166329,63.470401998294534,57.14145814032881
32199,92.60153616497618,68.07987623986145,60.62229145909954
32938,106.0626581929436,71.14168195084835,61.568672858745
33223,17.227614682689882,15.562415185202283,13.967956259144964
33385,1034.758227080222,735.0098013977466,656.0356945040718
33946,1.5682850174921121,3.584220933708753,3.0273478446131055
34021,268.0387603215873,191.24534517993837,170.297923734493
34106,5.7967897673654605,9.083551698900667,8.629504290819526
34116,20.942382649949014,18.52975450582262,16.71043348716351
34126,2.882279596267556,6.225049347292521,5.857726565258647
35083,29.896695587100677,23.030391778377346,20.220567303476578
35119,67.18763576646553,51.492207746801,46.20084972579695
35129,21.085643156722522,17.318177268042923,15.265943629298407
35326,7.321566769998855,7.6495103302147225,6.654683651095503
35351,1.5682850174921121,3.584220933708753,3.0273478446131055
35382,7.835303552613068,10.181501774786302,9.514362869283378
35605,16.646355982991224,15.893716285120721,14.468986543461552
35616,30.69695338326191,23.139228747389534,20.191266805934248
35762,8.559822759085232,8.638623437088167,7.568842727101686
36502,61.22357159010083,51.50178813256474,47.37871327968412
36542,6.59704756352669,9.192388667912857,8.600203793277196
36686,1.5682850174921121,3.584220933708753,3.0273478446131055
37807,1.5682850174921121,3.584220933708753,3.0273478446131055
38326,384.8728214886319,285.10225336390346,257.1723364526227
38336,488.51584829604707,364.4441856589216,329.657529761089
38676,15.83788151422537,11.269871464908192,9.22135789386006
38686,12.63685032958045,10.834523588859437,9.338559884029387
39064,45.39633140031569,27.190147565249887,22.051807281585894
39643,1.5682850174921121,3.584220933708753,3.0273478446131055
39644,1.5682850174921121,3.584220933708753,3.0273478446131055
39654,1601.883047154278,1110.0568936375992,983.5682659555932
40065,1.5682850174921121,3.584220933708753,3.0273478446131055
40444,1.5682850174921121,3.584220933708753,3.0273478446131055
40811,26.7631863195402,19.731751357838572,16.977059791141443
40980,45.99402344522359,35.88886216773213,32.10463529155695
41932,113.94662566559626,86.98665243235097,78.55094518261826
42020,92.60153616497618,68.07987623986145,60.62229145909954
42161,84.81795729982646,67.43164461867019,61.38702622129712
42723,1.5682850174921121,3.584220933708753,3.0273478446131055
42759,5.645312587987329,5.780121085480022,4.7970650015408065
42904,1.5682850174921121,3.584220933708753,3.0273478446131055
43022,1.5682850174921121,3.584220933708753,3.0273478446131055
43116,10.74159705110635,8.524996275194107,7.009211447700434
44142,19.847387167636143,16.329064161169477,14.351784553292225
44162,7.759564962924003,8.52978646807598,7.5981432246440175
44166,53.81046900079181,54.59712519372475,52.44761711793467
44971,18.41478209990106,28.44483653896643,28.796683131943254
45490,5.645312587987329,5.780121085480022,4.7970650015408065
45692,6.883568577073707,6.769234192353467,5.711224077546989
45703,75.19021372807782,52.580577436922894,45.907844750373634
46377,7.1025676735362815,7.209372261284095,6.182953864321246
46824,154.49790227408585,108.50551588113301,95.77638696512102
47562,30.342910452630445,28.425675767438943,26.44095602416892
47676,1.5682850174921121,3.584220933708753,3.0273478446131055
47686,9.722340158482545,7.97602123725129,6.566782158468508
47877,250.9221755708406,177.83789975264077,157.9714264571807
47962,1.5682850174921121,3.584220933708753,3.0273478446131055
48418,12.63685032958045,10.834523588859437,9.338559884029387
48541,1.5682850174921121,3.584220933708753,3.0273478446131055
48688,1.5682850174921121,3.584220933708753,3.0273478446131055
48775,51.882349031899224,34.227566475258065,29.010552093030427
48803,4.70179428505259,6.882861354247527,6.270855356948242
49029,3.025540103041064,5.0134721095128265,4.413236707393545
49095,75.13090848359802,59.958877832613254,54.545483400021915
49164,13.799367728977762,10.171921389022557,8.33649931539621
49254,15.475621910989288,12.04131063375726,10.194117964950907
49384,1.5682850174921121,3.584220933708753,3.0273478446131055
49394,1.5682850174921121,3.584220933708753,3.0273478446131055
49434,40.30826360980129,28.960280226736145,25.11658998257009
49503,1.5682850174921121,3.584220933708753,3.0273478446131055
49678,3.025540103041064,5.0134721095128265,4.413236707393545
49708,2.80654100657849,4.573334040582198,3.941506920619288
49717,1.5682850174921121,3.584220933708753,3.0273478446131055
49808,1.5682850174921121,3.584220933708753,3.0273478446131055
50196,1.5682850174921121,3.584220933708753,3.0273478446131055
50421,1.5682850174921121,3.584220933708753,3.0273478446131055
50619,2.5875419101159163,4.1331959716515705,3.4697771338450307
50639,1.5682850174921121,3.584220933708753,3.0273478446131055
51142,14.018366825440335,10.612059457953187,8.808229102170468
51416,10.74159705110635,8.524996275194107,7.009211447700434
51485,5.940050274138969,7.871974461120972,7.185014432954423
51520,6.664569480611133,6.329096123422839,5.239494290772733
53633,1.5682850174921121,3.584220933708753,3.0273478446131055
53643,14.388843101281042,14.35562814030446,13.112398178223442
53997,1.5682850174921121,3.584220933708753,3.0273478446131055
54160,1467.427943654092,1165.2239857005366,1074.3661057548713
54502,15.340578076820403,17.767895722737293,16.91553696995983
54775,1.5682850174921121,3.584220933708753,3.0273478446131055
55078,1.5682850174921121,3.584220933708753,3.0273478446131055
55088,1.5682850174921121,3.584220933708753,3.0273478446131055
55267,14.894363211290631,12.372611733675699,10.695148249267495
55277,1.5682850174921121,3.584220933708753,3.0273478446131055
55472,132.52046550189192,101.82334903545264,92.263331322711
55991,23.26741744874364,17.204550106148865,14.706312349897155
56205,292.9635739552976,218.84604578202826,197.6904736910392
56295,78.84567645085716,62.92621715323358,57.287960628040466
56567,7.397305359687921,9.301225636925047,8.570903295734864
56826,130.9792551540493,94.2273747017379,83.68429366814738
57209,21.953422869968197,14.563721692565096,11.875933629251612
57366,1.5682850174921121,3.584220933708753,3.0273478446131055
57935,1.5682850174921121,3.584220933708753,3.0273478446131055
57945,1.5682850174921121,3.584220933708753,3.0273478446131055
57994,14.245582594507534,15.567205378084155,14.556888036088546
58075,1.5682850174921121,3.584220933708753,3.0273478446131055
58085,1.5682850174921121,3.584220933708753,3.0273478446131055
58109,1.5682850174921121,3.584220933708753,3.0273478446131055
58129,1.5682850174921121,3.584220933708753,3.0273478446131055
58139,1.5682850174921121,3.584220933708753,3.0273478446131055
58448,82.80230499614527,118.86207345047832,121.90909776391977
58488,14.970101800979696,14.024327040386021,12.611367893906854
58518,6.30230987737505,7.100535292271905,6.212254361863578
58558,30.183216600647697,20.607237302817957,17.331587587746377
58560,66.37916129769968,46.868362926588475,40.953221076195454
58620,857.3828777458664,625.9431212420955,563.2222107362853
58670,71.39970717112963,47.96152280959224,41.24914787771573
58686,423.44488955635376,298.14486634110955,264.8752810070133
58973,30.553692876488398,24.350805985169227,21.63575666379935
58988,13.37780288126186,18.32166095356198,17.946898036135337
58998,28.944960611561317,19.61812419594451,16.417428511740194
59038,1.5682850174921121,3.584220933708753,3.0273478446131055
59048,1.5682850174921121,3.584220933708753,3.0273478446131055
59123,12.49358982280694,12.046100826639131,10.78304974189449
59374,1.5682850174921121,3.584220933708753,3.0273478446131055
59773,40.09748118594334,33.03515000900586,29.921789342939654
59793,58.157584239624796,45.33985516753596,40.774496264844515
59935,302.7856666056949,220.59222747910513,197.81059750730546
60226,1.5682850174921121,3.584220933708753,3.0273478446131055
60360,60.777356724571064,46.106504143503145,41.15832455899178
60406,90.41154520035045,63.67849555055517,55.90499359135697
60483,1.5682850174921121,3.584220933708753,3.0273478446131055
60754,48.53805734048079,35.003795836989,30.572243941064855
61204,9.073559541699447,11.170614881659748,10.42852194528956
61214,17.952133889162045,14.019536847504149,12.022436116963272
61550,328.06452317003675,242.90648106114563,218.95345824561699
62675,1861.3848461983466,1345.1919942881432,1207.704277084071
63586,10.598336544332842,9.736573512973802,8.453701305565536
63606,9.073559541699447,11.170614881659748,10.42852194528956
64160,54.95655305497988,44.90450729148719,40.89169825501384
64201,1.5682850174921121,3.584220933708753,3.0273478446131055
64844,29.315436887402022,23.361692878295784,20.72159758779317
65819,1.5682850174921121,3.584220933708753,3.0273478446131055
65906,2.882279596267556,6.225049347292521,5.857726565258647
66266,1.5682850174921121,3.584220933708753,3.0273478446131055
66440,10.74159705110635,8.524996275194107,7.009211447700434
66681,164.9176869693911,118.95041218069217,105.94933879135836
68153,203.3875778933625,155.77964165167964,141.4814189393332
68189,211.57449972477144,178.23147336002353,166.1285698417639
68314,8.922082362321316,7.8671842682391,6.59608265601084
68625,734.1960542451595,558.305564413235,508.24377688135723
68649,225.30570942107659,169.84010889305037,153.63211323139151
68679,172.7852210968345,125.7653669597941,112.37775282094395
68689,108.40412633694746,78.84649325357528,70.1184100157663
69032,1.5682850174921121,3.584220933708753,3.0273478446131055
69052,433.27519887935574,304.4060558893868,270.2723339704234
69102,363.7220810666606,253.09059168674355,223.88462507444675
69369,1.5682850174921121,3.584220933708753,3.0273478446131055
69633,336.5133159971788,249.39013474032913,224.880841990886
69683,389.75010685528844,287.4069904846869,258.91275311200803
69759,98.29551267300312,79.52346603205778,72.88726591523023
69779,1.5682850174921121,3.584220933708753,3.0273478446131055
69839,96.6703470628668,65.76076854043237,57.11507946888342
70407,175.55647076115892,129.83544654918194,116.59402040436993
70416,255.52937326915927,191.5958070513843,173.15468112658394
70659,139.9500014364102,107.75802767669332,97.74828577874808
71073,1.5682850174921121,3.584220933708753,3.0273478446131055
71152,1195.9629715409776,1510.3433682817108,1530.9510327818493
71348,5.721051177676395,7.431836392190345,6.713284646180167
71393,4.263796092127443,6.002585216386271,5.327395783399727
71438,1.787284113954686,4.024359002639381,3.4990776313873626
71463,17.370875189463387,14.350837947422589,12.52346640127986
71483,1.5682850174921121,3.584220933708753,3.0273478446131055
71488,5.064053888288672,6.11142218539846,5.2980952858573955
71493,13.293847618968172,12.154937795651321,10.753749244352157
71503,43.593250056739905,35.562351260695564,32.19253678418395
71543,2.00628321041726,4.464497071570009,3.9708074181616198
71571,433.2487603252944,329.8443876898785,300.01768920864697
71593,223.0399798667618,163.78701289703378,146.99859571900956
71677,51.45256751157869,37.86229818859715,33.34402166662573
71714,1.5682850174921121,3.584220933708753,3.0273478446131055
71892,1.5682850174921121,3.584220933708753,3.0273478446131055
72272,2.5875419101159163,4.1331959716515705,3.4697771338450307
72796,41.10852140596252,29.069117195748333,25.08728948502776
72801,1039.6072853565697,801.7362256731145,733.0976090813358
74198,1.5682850174921121,3.584220933708753,3.0273478446131055
74208,220.77425031244698,157.73391690101718,140.36507820662763
74428,42.78477558797405,30.938506440483035,26.944908134582455
74462,1.5682850174921121,3.584220933708753,3.0273478446131055
74467,17.295136599774324,12.699122640712265,10.6072467566405
74639,855.2439753531158,609.6484323058985,544.5903450717506
74888,578.4969758604889,410.3308345223301,365.70232749776824
75077,13.656107222204254,11.383498626802254,9.780989173261313
75211,59.101102542559545,44.23711489876845,39.300705909437085
75557,1.5682850174921121,3.584220933708753,3.0273478446131055
75637,1.5682850174921121,3.584220933708753,3.0273478446131055
75789,22.61863683196054,20.399143750557318,18.568052136718208
76080,1038.2868626414372,755.5970340542377,679.4141585338914
76105,76.95042317238305,60.61668983956825,54.95861219171151
76338,1.5682850174921121,3.584220933708753,3.0273478446131055
76636,1065.0558409817463,797.4005702168837,723.0506247235586
76909,19.485127564400063,17.100503330018547,15.324544624383071
77426,3.025540103041064,5.0134721095128265,4.413236707393545
77966,283.55482948001156,204.4351166692116,182.68302200688996
77976,45.33702615583587,34.56844796094025,30.689445931234182
77986,38.7834866071679,30.394321595422088,27.091410622294113
78675,7.683826373234937,6.878071161365655,5.681923580004658
78685,7.902825469697511,7.318209230296284,6.153653366778915
78695,4.845054791826099,5.671284116467833,4.826365499083138
78702,5797.449107118191,4256.453868083118,3841.331883700885
78735,1.5682850174921121,3.584220933708753,3.0273478446131055
78745,10.960596147568923,8.965134344124735,7.480941234474691
78822,31.816598883388647,38.88494264564369,38.380703181236996
78832,230.17477811512842,167.6298381626335,150.09560074363304
78924,1.5682850174921121,3.584220933708753,3.0273478446131055
78934,297.26781729486,225.9970918539305,205.20884978188496
79061,63.110608195970315,49.29630759502973,44.431132568869245
79166,47.66206095463049,33.243243561266496,28.68532479396783
79360,3741.3721857353244,2779.820848891889,2517.1872768278467
80349,40.88952230949995,28.628979126817708,24.6155596982535
80414,35.06871863990877,27.42698227480175,24.34893339427557
80953,9.579079651709037,9.187598475030985,8.011272016333612
81261,20.866644060259947,16.878039199112294,14.79421384252415
81813,10.236076941096758,10.50801268182287,9.426461376656382
82400,157.64784488685558,120.83417200407247,109.5737527717438
82593,3530.4756663522153,2915.2798870225934,2716.8082771208396
82632,1.5682850174921121,3.584220933708753,3.0273478446131055
83143,8.273301745538216,11.061777912647557,10.45782244283189
83271,17.808873382388533,15.231114085283844,13.466925974828374
85447,1.5682850174921121,3.584220933708753,3.0273478446131055
85538,1.5682850174921121,3.584220933708753,3.0273478446131055
86206,180.728493813967,134.23203704560635,120.72238649516893
86314,1.5682850174921121,3.584220933708753,3.0273478446131055
88165,20.4286458673348,15.99776306125104,13.850754268975637
88175,20.4286458673348,15.99776306125104,13.850754268975637
88272,1.5682850174921121,3.584220933708753,3.0273478446131055
88302,1.5682850174921121,3.584220933708753,3.0273478446131055
88332,1.5682850174921121,3.584220933708753,3.0273478446131055
88977,1.5682850174921121,3.584220933708753,3.0273478446131055
89227,3.6067988027397204,4.682171009594388,3.912206423076956
89237,43.87977107028692,33.13919678513618,29.303557068453742
89257,1.5682850174921121,3.584220933708753,3.0273478446131055
89370,433.2651936705036,338.87440339227913,310.57154750293466
89387,1.5682850174921121,3.584220933708753,3.0273478446131055
89664,2.5875419101159163,4.1331959716515705,3.4697771338450307
90397,94.93478763637545,71.26967969138803,63.89509946897701
90506,1.5682850174921121,3.584220933708753,3.0273478446131055
90678,1.5682850174921121,3.584220933708753,3.0273478446131055
90837,1.5682850174921121,3.584220933708753,3.0273478446131055
90900,28.961393956770564,28.648139898345192,26.971286806027834
91207,1.5682850174921121,3.584220933708753,3.0273478446131055
91358,61.93987412396838,45.443901943666276,40.1562639903586
91502,4.626055695363524,5.231146047537204,4.354635712308882
91622,171.5633984529574,133.80626955532134,122.01745203922542
91678,155.15489956347358,109.8259300879249,97.19157632544379
91688,130.98747182665392,98.74238255293825,88.9612228152912
91690,104.10809966998967,76.21045503287338,67.87696307206434
91952,1.5682850174921121,3.584220933708753,3.0273478446131055
92568,1.5682850174921121,3.584220933708753,3.0273478446131055
94119,1.5682850174921121,3.584220933708753,3.0273478446131055
94139,1.5682850174921121,3.584220933708753,3.0273478446131055
94147,1153.56328011543,832.8279522020874,747.1556753031698
94159,1.5682850174921121,3.584220933708753,3.0273478446131055
94917,2.5875419101159163,4.1331959716515705,3.4697771338450307
94997,1.5682850174921121,3.584220933708753,3.0273478446131055
95335,121.79772644783043,84.77159150905221,74.42550091791622
95462,237.81330793725718,208.4730023756972,196.35149851895562
95513,10.674075134021907,11.388288819684124,10.369920950204897
96409,1710.6005594708606,1300.063751482209,1184.4401754548967
96469,1.5682850174921121,3.584220933708753,3.0273478446131055
96529,1.5682850174921121,3.584220933708753,3.0273478446131055
96628,10.236076941096758,10.50801268182287,9.426461376656382
97636,1.5682850174921121,3.584220933708753,3.0273478446131055
97638,1.5682850174921121,3.584220933708753,3.0273478446131055
97850,2.80654100657849,4.573334040582198,3.941506920619288
98561,329.0755633900559,238.9404482478881,214.11895838770508
98571,3.6067988027397204,4.682171009594388,3.912206423076956
98591,1.5682850174921121,3.584220933708753,3.0273478446131055
98870,91.15249775203186,71.16563291525772,64.51333174346293
98879,1.5682850174921121,3.584220933708753,3.0273478446131055
99138,423.6638886528163,298.58500441004014,265.34701079378755
99737,1.787284113954686,4.024359002639381,3.4990776313873626
99753,1.5682850174921121,3.584220933708753,3.0273478446131055
100957,9.654818241398102,10.839313781741307,9.927491660972972
103832,3.6067988027397204,4.682171009594388,3.912206423076956
103857,2.80654100657849,4.573334040582198,3.941506920619288
103869,1.5682850174921121,3.584220933708753,3.0273478446131055
103875,2.5875419101159163,4.1331959716515705,3.4697771338450307
103889,1.5682850174921121,3.584220933708753,3.0273478446131055
103894,1.5682850174921121,3.584220933708753,3.0273478446131055
103896,1.5682850174921121,3.584220933708753,3.0273478446131055
107030,1.5682850174921121,3.584220933708753,3.0273478446131055
108387,6.883568577073707,6.769234192353467,5.711224077546989
108513,1.5682850174921121,3.584220933708753,3.0273478446131055
108515,28.017875653835826,29.750880167112697,28.44507716143527
108517,30.553692876488398,24.350805985169227,21.63575666379935
110935,1.5682850174921121,3.584220933708753,3.0273478446131055
112279,1.5682850174921121,3.584220933708753,3.0273478446131055
112820,1.5682850174921121,3.584220933708753,3.0273478446131055
114896,1637.03687347714,1083.2406653157332,945.3405400337239
114928,15.846098186829993,15.784879316108533,14.498287041003882
115046,3.7582759821178517,7.985601623015033,7.744645712355676
115055,121.38437827271915,97.43633892479197,89.31282878579918
115090,1326.522203757621,992.9985502825101,900.5791321062059
115150,1.5682850174921121,3.584220933708753,3.0273478446131055
115249,13.074848522505597,11.714799726720692,10.282019457577901
115267,165.66864472992458,91.9692020425023,74.25846341095308
115269,3104.381288280965,2381.3197787254444,2175.9013314343024
115303,60.07748753591278,61.19440603480231,58.93463214260494
115327,42.70903699828499,29.286791133772713,25.0286884899431
115337,25.011193547839607,16.210646806393548,13.20322149694739
115501,1.787284113954686,4.024359002639381,3.4990776313873626
115683,1.5682850174921121,3.584220933708753,3.0273478446131055
115710,1.5682850174921121,3.584220933708753,3.0273478446131055
115964,13.58858530511981,14.246791171292271,13.141698675765776
116084,6107.195659723335,4564.078962173794,4140.387951259941
116099,964.5645453233485,691.4039386907123,618.78665454206
116102,1129.023587566522,856.9841913388423,780.1972953966192
116114,1.5682850174921121,3.584220933708753,3.0273478446131055
116327,1.5682850174921121,3.584220933708753,3.0273478446131055
116426,16.275879707150516,12.150147602769447,10.164817467408575
116955,6.740308070300198,7.980811430133162,7.155713935412092
119084,3.320277789192704,7.105325485153777,6.801186138807162
121284,225.95627857410716,127.66215989454916,104.1942307649154
122394,1.5682850174921121,3.584220933708753,3.0273478446131055
122708,1.5682850174921121,3.584220933708753,3.0273478446131055
123657,44.839722718430906,41.06647221876935,38.383625007333954
123659,27.43661695413717,30.082181267031135,28.946107445751863
123779,1.5682850174921121,3.584220933708753,3.0273478446131055
128450,1.5682850174921121,3.584220933708753,3.0273478446131055
132882,35.43097824314485,26.655543105952685,23.376173323184723
151002,1.5682850174921121,3.584220933708753,3.0273478446131055
151201,12.274590726344368,11.605962757708504,10.311319955120233
151213,8.70308326585874,7.427046199308473,6.124352869236583
154698,98.2033407381048,68.84173502294676,60.417187976303225
156418,16.351618296839582,13.801862909479771,12.081037112047936
156422,11.398594340494071,9.845410481985992,8.424400808023204
156426,1.787284113954686,4.024359002639381,3.4990776313873626
156429,2.225282306879834,4.904635140500638,4.442537204935876
156430,10.017077844634183,10.06787461289224,8.954731589882126
156442,1.5682850174921121,3.584220933708753,3.0273478446131055
156459,6.378048467064116,8.75225059898223,8.128474006502937
156470,4.626055695363524,5.231146047537204,4.354635712308882
158967,1.5682850174921121,3.584220933708753,3.0273478446131055
159469,208.0212141457425,144.09921714993146,126.91931837051284
159474,1.5682850174921121,3.584220933708753,3.0273478446131055
159477,3.6825373924287863,6.33388631630471,5.828426067716316
159658,9.149298131388512,12.82233018837007,12.344741589928919
160066,2349.1026516465067,1809.5658384910453,1655.2027991005382
160093,1.5682850174921121,3.584220933708753,3.0273478446131055
160097,1.5682850174921121,3.584220933708753,3.0273478446131055
160098,1.5682850174921121,3.584220933708753,3.0273478446131055
160103,3.8257978992022945,5.122309078525015,4.383936209851213
160244,1.5682850174921121,3.584220933708753,3.0273478446131055
160387,6.883568577073707,6.769234192353467,5.711224077546989
160407,2.00628321041726,4.464497071570009,3.9708074181616198
160435,1.787284113954686,4.024359002639381,3.4990776313873626
160436,1.5682850174921121,3.584220933708753,3.0273478446131055
160437,5.864311684449903,6.22025915441065,5.2687947883150645
160438,4.626055695363524,5.231146047537204,4.354635712308882
160439,8.121824566160086,7.758347299226912,6.625383153553172
160440,3.7582759821178517,7.985601623015033,7.744645712355676
160441,1.5682850174921121,3.584220933708753,3.0273478446131055
160442,5.064053888288672,6.11142218539846,5.2980952858573955
160443,1.5682850174921121,3.584220933708753,3.0273478446131055
160445,7.902825469697511,7.318209230296284,6.153653366778915
160446,4.044796995664868,5.562447147455643,4.85566599662547
160448,1.5682850174921121,3.584220933708753,3.0273478446131055
160449,2.5875419101159163,4.1331959716515705,3.4697771338450307
